(Grupo Terrorista, Quantidade de Ataques)
('Former Muslim Guerrillas', 1)
('Former Student Hostel', 1)
('Four Martyrs Brigade', 1)
('Fourth Reich Skinheads', 1)
("France's Honour", 1)
('Free All Political Prisoners in Holland', 1)
('Free and Democratic Society of Eastern Kurdistan (KODAR)', 1)
('Free Balochistan Army (FBA)', 1)
("Free Democratic People's Government of Laos", 1)
('Free Fatherland Youth Guerrilla Army', 1)
('Free Lebanon', 1)
('Free Nasserite Revolutionaries', 1)
('Free Network South (Freies Netz Sued)', 1)
('Free Revolutionaries Movement-The Giants', 1)
('Free Vietnam Movement', 1)
('French Armed Islamic Front', 1)
('French Basque Nationalists', 1)
('French Liberation Front', 1)
('French National', 1)
('Friendly Company', 1)
('Friends of Loukanikos', 1)
('Front for Armenian Liberation', 1)
('Front for Peace and Reconciliation (FRP)', 1)
('Front Line Armed Nuclei (FLAN)', 1)
('Front of French National Liberation', 1)
('Front of Resistance and National Liberation of Albanians', 1)
('Fronte Paesanu Corsu di Liberazione (FPCL)', 1)
('Fuerzas Autonómicas y Destructivas León Czolgoscz', 1)
('Fuerzas Populares Jose Leonardo Chirinos', 1)
('Furious Rebellion', 1)
('Future movement (Lebanon)', 1)
('Ganda Koi', 1)
('Gang separatists terrorists', 1)
('Gathering to Aid the Oppressed', 1)
('Gazteriak', 1)
('Georgian guerrillas', 1)
('Georgian Sabotage Group', 1)
('Gholam Yahya Akbar', 1)
('Gilad Shalhevet Brigades', 1)
('GN-95', 1)
('God our Father Cult', 1)
('GP II', 1)
('Great Japan Patriotic Party', 1)
('Greek Anti-Dictatorial Youth (EAN)', 1)
('Greek Bulgarian Armenian Front', 1)
('Greek Popular Resistance', 1)
('Group for a Strong Revolutionary Movement', 1)
('Group of Carlo Giuliani', 1)
('Group of the Fatima Church Attack', 1)
('Group Yuri Choukewitch', 1)
('Groups for Dissemination of Revolutionary Theory and Action', 1)
('Groups Seeking Independence', 1)
('Grozny Jamaat', 1)
('Grupo Armado de Liberacion Argentina (GALA)', 1)
('Grupo Libertad', 1)
('Guadalcanal Liberation Army', 1)
('Guadalcanal Liberation Front (GLF)', 1)
('Guadeloupe Separatists', 1)
('Guajajara Tribe', 1)
('Guards of the Fighting Proletariat', 1)
('Guatemalan hired assasins', 1)
('Guaycaipuro Indians', 1)
('Guerrilla Command Force 97', 1)
('Guerrilla Commando of the people', 1)
('Guerrilla Movement of the Poor (MGP)', 1)
('Gugama Youth Federation', 1)
('Gulf Cartel', 1)
('Gun runners', 1)
('Gunmen loyal to Mohammad Farah Aideed', 1)
("Habi's Er'roub seriat", 1)
('Hafiz Gul Bahadur Group', 1)
('Haika', 1)
('Hamawand Tribe', 1)
('Hamza Combat Group against Atheism and Heresy', 1)
('Hanchongryun', 1)
('Harakat Ansar Iran (HAI)', 1)
('Harakat ul-Mujahidin Al-Almi', 1)
('Harakat-i-Inqilahi-i-Islami', 1)
('Hasmoneans (Jewish Settler Group)', 1)
('Hatikvah Leumi or National Hope', 1)
('Hauso Ethnic Group', 1)
('Hector Rio De Brigade', 1)
('Hells Angels', 1)
('Heroes of Canto Grande', 1)
('Hill Students Council', 1)
('Himali Tigers', 1)
('Hindu Illaignar Sena', 1)
('Hiroyuki Jo', 1)
('Hofstad Network', 1)
('Holders of the Black Banners', 1)
('Homeland and Freedom Group', 1)
('Honour of the Police', 1)
('hooded men', 1)
('Hoodie Wearers', 1)
('Hotaru (Firefly)', 1)
('Hubay Qah Group', 1)
('Human Rights Defence Committee', 1)
('Human Rights Renewal Movement (Renovacion por los Derechos Humanos)', 1)
('Hungarian exile', 1)
('Hungarian Skin Head Group', 1)
('Hushaysh Tribal Members', 1)
('H-World/Heavenly Group', 1)
('Iconoclasts', 1)
('Idriss Miskine Group', 1)
('Igbo tribal group', 1)
('Imperial Iranian Patriotic Organization', 1)
('Incendiary Committee of Solidarity for Detainees', 1)
('Independence Advocates', 1)
('Independent Albanian Movement', 1)
('Indian Tigers', 1)
('Indians', 1)
("Indigenous People's Federal Army (IPFA)", 1)
('Individuals claimed to be policemen', 1)
('Initiative de Resistance Internationaliste', 1)
('Insurgency Commune', 1)
('Internal Front', 1)
('International Anti-Communist Intelligence Service', 1)
('International Communist Brigade', 1)
("International Justice Group (Gama'a al-Adela al-Alamiya)", 1)
('International Movement of the Prolitariat', 1)
('International Proletarian Groups', 1)
('Intifada Martyrs', 1)
('Iranian dissident group', 1)
('Iranian exiles', 1)
('Iranian Militants', 1)
('Iranian Monarchists', 1)
('Iranian Revolution Organization', 1)
('Iraqi Liberation Army', 1)
('Iraqi Moslems', 1)
("Iraqi Strugglers' Movement", 1)
('Iraqi Sunni Extremists', 1)
('Isatabu Freedom Movement (IFM)', 1)
('Islamic Action Organization', 1)
('Islamic Brotherhood', 1)
('Islamic Companies', 1)
('Islamic Fateh', 1)
('Islamic Front for the Liberation of Bahrain', 1)
('Islamic Front for the Liberation of Palestine (IFLP)', 1)
('Islamic Golden Army', 1)
('Islamic Holy Star', 1)
('Islamic Jihad Beit-al Maqdis Group', 1)
('Islamic Jihad Brigades', 1)
('Islamic Legion', 1)
('Islamic Liberation Organization', 1)
('Islamic Movement (Nigeria)', 1)
('Islamic Movement for Change', 1)
('Islamic Movement of Iraqi Mujahidin', 1)
('Islamic Movement of Martyrs', 1)
('Islamic Renewal Movement', 1)
('Islamic Revival Movement', 1)
('Islamic Revolutionary Command', 1)
('Islamic Salvation Front (Palestine)', 1)
('Islamic Struggle Front', 1)
('Islamic Swords of Justice in the Land of Ribat', 1)
('Islamic Tendency', 1)
('Islamist Sufi Group', 1)
('Israel Militant', 1)
('Issa and Gurgura Liberation Front', 1)
('Issui Kai', 1)
('Italian Combatents for Alto Adige', 1)
('Italian Extreme Nationalist Organization', 1)
('Italians Attacking Policies of the Regional  SVP', 1)
('Itsekiri', 1)
('Ivorian Popular Front', 1)
('Izberbash Gang', 1)
('Jacinto Araujo Internationalist Rebel Insurrectionist Brigade', 1)
('Jacques de Molay Group', 1)
('Jagrata Towhidi Janata (Rising Faithfuls)', 1)
('Jai Shri Ram Hindu Bhai Group', 1)
('Jaish al-Islam (Libya)', 1)
('Jaish al-Muhajireen wal-Ansar (Muhajireen Army)', 1)
('Jaish al-Mukhtar', 1)
('Jaish Al-Umma (Army of the Nation)', 1)
('Jaish as-Saiyouf (Army of Swords)', 1)
('Jaish Tahkim al-Din', 1)
('Jaish-e-Mohammad (Iraq)', 1)
('Jaljala Army', 1)
('Jamaah Ansharut Daulah', 1)
('Jamaat Tauhid Wal Jihad (Pakistan)', 1)
('Janatantrik Terai Madhes Mukti Party- Bhagat Singh (JTMMP)', 1)
('Janatantrik Terai Mukti Morcha- Ranbir Singh (JTMM-RS)', 1)
('Japan National Youth Alliance', 1)
("Japan Socialist Youth League of the Revolutionary Workers' Association", 1)
('Japanese Independence Patriotic Party', 1)
('Jarnail Khalsa', 1)
('Jatav Caste', 1)
('Javier Heraud Revolutionary Commando', 1)
('Jenin Martyrs Brigades', 1)
('Jerusalem Groups Hebrew (Qvutzot Yerushalayim)', 1)
('Jewish Combat Organization', 1)
('Jewish Defenders', 1)
('Jewish Defense Organization', 1)
('Jewish Direct Action', 1)
('Jewish Fighting Organization (Eyal)', 1)
('Jharkhand Bachao Aandolan', 1)
('Jharkhand Prastuti Committee (JPC)', 1)
('Jharkhand Sangharsh Jan Mukti Morcha', 1)
('Jihad Brigades', 1)
('Jihad Islamic League Front', 1)
('Jihadi Movement of the Sunna People of Iran', 1)
('Jihadist Soldiers', 1)
('Joint Meeting Parties (JMP)', 1)
('Joint Palestinian leftist organization', 1)
('Jonathan Jackson Brigade', 1)
('Jordanian Masses Organization', 1)
('Jordanian National Liberation Movement', 1)
('Jorge Martinez Association of Combatants', 1)
('Jose Benito Escobar Workers Federation', 1)
('Juan Antonio Lavalleja Command', 1)
('Juan Rayo Guerilla Group', 1)
('Juarez Cartel (Carrillo-Fuentes / Mexico)', 1)
('July 14 Movement', 1)
('Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations)', 1)
('Junaid Jihadist Battalion', 1)
('Jund al-Islam', 1)
('Jund al-Khilafa', 1)
('Jund al-Sahabah Group', 1)
('Jund Al-Tawid', 1)
('Jund Ansar Allah', 1)
('June 16 Organization', 1)
('Just Punishment Brigades', 1)
('Justice and Liberty Warriors', 1)
('Justice Army for Defenseless Peoples', 1)
('Justice Guerrillas', 1)
('Justice Party', 1)
('Kabataang Makabayan (KM)', 1)
('Kabul Government Agents', 1)
('Kaingang Indians', 1)
('Kaitseliit Paramiltary Group', 1)
('Kamal Boulander Group', 1)
('Kamal Udwan Unit of Palestinians', 1)
('Kampuchean Peoples National Liberation Army', 1)
('Kara clan', 1)
('Karabulak Gang', 1)
('Karamyit Singh', 1)
('Karbi Tribe', 1)
('Karnataka State Farmers Association', 1)
('Kashmir Freedom Force', 1)
('Katap Ethic Group', 1)
('Katsina Muslim Society', 1)
('Kawal ng Pilipinas (Soldier of the Philippines)', 1)
('Kentavros', 1)
('Kenyan rebels from Uganda', 1)
('Khalid ibn Walid', 1)
('Khalid ibn Walid Brigade', 1)
('Khmer Serei Guerrillas', 1)
('Khomeynites', 1)
('Kidnapping gang', 1)
('Kim Pyongnil Supporters', 1)
('King Street', 1)
('Kisar Liberation Movement', 1)
('Kisii Activists', 1)
('Knights of Janzour', 1)
('Knights Templar (Caballeros Templarios)', 1)
('Koetoh Reh', 1)
('Kokang', 1)
('Komando Jihad (Indonesian)', 1)
('Korea Univ. Students', 1)
('Korean Youth League', 1)
('Korubo Tribe', 1)
('Kouweikhat Group', 1)
('Krikapi Indians', 1)
('Kurdish demonstrators', 1)
('Kurdish Independence Group (name unk)', 1)
('Kurdish Islamic Unity Party', 1)
('Kurdish Marxist Separatists', 1)
('Kurdish Oppositionists', 1)
('Kurdish Peshmerga Guerrillas', 1)
('Kyongbuk University Dental College Students', 1)
('La Paz peasants federation', 1)
('Labor Union Leaders', 1)
('Laiq Chanio Group of Dacoit Bandits', 1)
('Lama Group', 1)
('large group', 1)
('Lashkari-e-Adam (Army of Adam)', 1)
('Last Alternative Guerrilla Front', 1)
('Last Generation', 1)
('Latvian Republic Volunteer Troops', 1)
('Lavalas Supporters', 1)
('League of French Fighters Against Jewish Occupation', 1)
('League of the 18', 1)
('Lebanese and Palestinian Resistance Fighters', 1)
('Lebanese Arab Army', 1)
('Lebanese Free Will Movement', 1)
('Lebanese male', 1)
('Lebanese Man', 1)
('Lebanese Resistance Group', 1)
('Lebanese Secret Army', 1)
('Lebanese Terrorist Group', 1)
('Left wing student group', 1)
('leftist guerrillas-Bolivarian militia', 1)
('Leftist youths', 1)
('Lehava', 1)
('Lekagak Tenggamati', 1)
('Libardo Moratoro Front', 1)
('Liberals of Galilee', 1)
('Liberation Battalion', 1)
('Liberation Commando Rudolf Hess', 1)
('Liberation Front of Southern Sudan', 1)
('Liberation Front of the Senegalese People', 1)
('Liberation Hawks', 1)
('Liberation War Veterans Association', 1)
('Liberation Youth Coordinating Board', 1)
('Liberia Peace Council', 1)
('Liberian Rebel Group', 1)
('Libyan Students (Sponsored by Qadaffi Regime)', 1)
('Liga Agraria Campesina', 1)
('Lithuanian Land Guard', 1)
('Liwa al-Haqq', 1)
('Liwa al-Islam', 1)
('Liwa al-Sham', 1)
('Local Extremist', 1)
('Local landlord employee', 1)
('Local Residents', 1)
('Lolita Lebron Puerto Rican Liberation Command', 1)
('Los Barriales', 1)
('Los Rastrojos (Colombia)', 1)
('Loyalist Action Force', 1)
('Lufa Tribesmen', 1)
('LW', 1)
('Lybyan-Backed Group against opponents of Qadaffi', 1)
('M12J', 1)
('M-19 Splinter', 1)
('Maasai', 1)
('Macedonian nationalists', 1)
('Macetos (Paramilitary Group)', 1)
('Madhesh Mukti Sangram (MMS)', 1)
('Madhesi Virus Killers', 1)
('Mahaz-e-Milli Islami Afghanistan', 1)
('Mahdaviyat', 1)
('Mahidi', 1)
('Mahir Cayan Suicide Group', 1)
('Mahsud Tribe', 1)
('Majerten clansmen', 1)
('Majlis-e-Askari', 1)
('Major Muhammad Zuhnyn Group', 1)
('Mali students', 1)
('Malitia-Pro Govt', 1)
('Manatari Brotherhood', 1)
('Mandela Soccer Club', 1)
('Manipur Nationalist Revolutionary Party (MNRP)', 1)
('MANO-D', 1)
('Manuel Ascencio Padilla Group', 1)
('Maoist Communist Party (MKP)', 1)
('Maoist Communist Party of Manipur', 1)
('Maoist Farm Laborers Struggle Committee (MXSS)', 1)
('Maori', 1)
('Marhan Clan', 1)
('Martyr Ahmad Alishuay B Group', 1)
('Martyr Ali Nasir group', 1)
('Martyr Riyad Taha Group', 1)
('Martyr Sami al-Ghul Brigades', 1)
('Martyrs Halim Group', 1)
('Martyrs of Baalbek', 1)
('Martyrs of Saad Sayel', 1)
('Martyrs of Tell Al-Zaltar', 1)
('Martyrs revenge organization', 1)
('Marwan Al-Qawasimi and Amir Abu-Ayshah Group', 1)
('Marxist Peoples Fedayeen of Iran', 1)
('Marxist Resistance Movement', 1)
('Masada, Action and Defense Movement', 1)
('Massive escape', 1)
('Matan Abdulle', 1)
('Mawlawi and Mansour Group', 1)
('May 15', 1)
('May 36', 1)
('Mazari Tribesmen', 1)
('Mazdoor Kisan Sangram Samiti (MKSS)', 1)
('Medfaiyah Wal-Sewarigh Brigade', 1)
('Meitei extremists', 1)
('Mesopotamian Army (MEZOR)', 1)
('Mexican Revolutionary Movement', 1)
('Mexican Students', 1)
('Miguel Angel Cabrera Command', 1)
("Miguel d'Escoto Brockman Community Movement", 1)
('Mikhail Kaltezas Anarchist Organization', 1)
('Militant Argentine Patriots', 1)
('Militant Cells', 1)
('Militant Forces Against Huntingdon', 1)
('Militant Islamic Group, name not stated', 1)
('Militant Moslem Pilgrims', 1)
('Militant Movement for Madagascan Socialism (MMSM)', 1)
('Militant Organization of Russian Nationalists', 1)
("Militant People's Revolutionary Forces", 1)
('Militant Welsh', 1)
('Militant Zionist Resistance Movement', 1)
('Militants of the National Action Party', 1)
('Military Council for the True Liberation of Albania', 1)
('Military Liberation Front of Colombia', 1)
('MILPAS Contras', 1)
('Minority Unity Forum', 1)
('Minutemen American Defense', 1)
('Mitiga Militia', 1)
('MLA', 1)
('Mlada Bosna', 1)
('MNR of the Left', 1)
('Mongolian Mukti Morcha', 1)
('Mormon Extremist', 1)
('Moro National Liberation Front Splinter group', 1)
('Moslem opponents of Gemayel', 1)
('Moslem Paramilitary Group', 1)
('Motherland Party', 1)
('Mouhajiroune Brigade', 1)
('Mousa Ismail sub-clan', 1)
('Movement for Cuban Justice (Pragmatistas)', 1)
('Movement for Democracy and Development (MDD)', 1)
('Movement for Dignity and Soverignty', 1)
('Movement for Rebuilding Fatah', 1)
('Movement for Self-Determination', 1)
('Movement for the Protection of Jerusalem', 1)
('Movement for the Supremacy of Reason', 1)
('Movement for Triqui Unification and Struggle', 1)
('Movement of the Islamic State (MEI)', 1)
('Movement of the Revolutionary Left (MIR) (Bolivia)', 1)
('Movement of the Third Reich', 1)
('Mozambique Rightest Rebels', 1)
('Muhammed Shuqayr Group', 1)
('Mujahedeen Brigades', 1)
('Mujahedeen Group', 1)
('Mujahedin Kompak', 1)
('Mujahidin Ambon', 1)
('Mullah Dadullah Front', 1)
('Munadil al-Jumalyi Brigade', 1)
('Musa Sudi Yalahow Militia', 1)
('Muslim Commando (Iraqi revolutionary brothers)', 1)
('Muslim Liberation Front', 1)
('Muslim Renewal', 1)
('Muslim United Army (MUA)', 1)
('Muslim United Liberation Tigers of Assam (MULTA)', 1)
('Muslims Against Global Oppression (MAGO)', 1)
('Mustafa Aktas Fighting Unit', 1)
('Naga People’s Council (NPC)', 1)
('Nahzat e Eslami', 1)
('Najib Watan Party Faction', 1)
('Namchong-Nyon Students', 1)
('Nara Red Army', 1)
('National Accord Movement', 1)
('National Anti-Corruption Front (FNA)', 1)
('National Awami Party', 1)
('National Bolshevik Party (Partiya Natsionalnikh Bolshevikov – PNB)', 1)
('National Committee for the Restoration of Democracy and State (CNRDR)', 1)
('National Council of Maubere Resistance', 1)
('National Defense Youth Corps', 1)
('National Democratic Alliance (NDA)', 1)
('National Democratic Alliance of Sudan', 1)
('National Democratic Front of Liberia', 1)
('National Development Party (NDP)', 1)
('National Freedom Party', 1)
('National Front (Greece)', 1)
('National Front for the Liberation of Belgium', 1)
('National Front Security Service', 1)
('National Liberation Alliance of Sa Kaeo', 1)
('National Liberation Army (El Salvador)', 1)
('National Liberation Army (Nepal)', 1)
('National Liberation Council of Taniland', 1)
('National Liberation Front (Ecuador)', 1)
('National Liberation Front of Chad', 1)
('National Liberation Movement Party', 1)
("National Liberation People's Front (FPLN)", 1)
('National Movement Against the Mahgreb Invasion', 1)
('National Movement of Iranian Resistance', 1)
('National People’s Party (Rashtriya Janata Dal - RJD)', 1)
('National Redemption Front', 1)
('National Renewal Party', 1)
('National Republican Alliance Party', 1)
('National Republican Movement for Democracy and Development (MRND)', 1)
('National Revolutionary Front', 1)
('National Salvation Forces Organization', 1)
('National Santhali Liberation Army (NSLA)', 1)
('National Socialist Liberation Front', 1)
('National United Front of Democracy Against Dictatorship (UDD)', 1)
('National Youth Resistance Organization', 1)
('National Youth Service of Zimbabwe', 1)
('Nationalist Integrationist Front (FNI)', 1)
('nationalist students', 1)
('Nazi Boerestat Party', 1)
('Nepali Congress Party (NC)', 1)
('New caledonian independence supporters', 1)
('New Indigenous Army', 1)
('New Revolutionary Alternative (NRA)', 1)
('New Revolutionary Popular Struggle (NELA)', 1)
('New Ugandan Army', 1)
('Nicaraguan Democratic Anti-Communist Movement', 1)
('Nicaraguans protesting their government', 1)
('Niger Delta Freedom Fighters (NDDF)', 1)
('Nihilistic Patrol and Neighborhood Arsonists', 1)
('Ningo Tribe', 1)
('Nobles of Jordan', 1)
('Nomadic AFARS', 1)
('Nordisk Rikspartiet (Nordic National Party)', 1)
('North Korean involvement commandos', 1)
('Northern Epirus Liberation Front (MAVI)', 1)
('November 10 (Bolivia)', 1)
('Nuclear Liberation Front', 1)
('Nuclei Communist Combattants', 1)
('Nucleus of Fighting Communists', 1)
('Nucleus of the Armed Struggle', 1)
('October 11 Group', 1)
('October Third Movement', 1)
('Ohabi Islamic Sect', 1)
('Okinawa Liberation League', 1)
('Omar Bin Khattab Group', 1)
('Omar Torrijos Commando for Latin American Dignity', 1)
('Ombatse Cult', 1)
('Opossition 48 hour general strikers', 1)
('Opponents of Regime', 1)
('Opposition Jatiya Samajtantrik Del Party', 1)
('Opposition movement of Colon Province Unemployed', 1)
('OPR-33', 1)
('Orakzai Freedom Movement', 1)
('Orde Boerevoik', 1)
('Organization 544', 1)
('Organization Alliance of Cuban Intransigence', 1)
('Organization for Purging the Majlis (Parliament)', 1)
('Organization for Revolutionary Self Defense', 1)
('Organization for the Defense of Detainees Rights', 1)
('Organization for the Liberation of France from Jewish Occupation', 1)
("Organization for the oppresed in Egypt's Prisons", 1)
('Organization for Zionist Retribution', 1)
('Organization of Anti-Fascist Students', 1)
('Organization of Arab Fedayeen Cells', 1)
('Organization of Avenging Palestinian Youth', 1)
('Organization of Mauritanian Nationalists', 1)
('Organization of Metropolitan Proletariat and Oppressed Peoples', 1)
('Organization of Mujahadin of Islam', 1)
('Organization of Soldiers of the Levant', 1)
('Organized Comrads for Communism', 1)
('P.R.E.', 1)
('Pacific Popular Front', 1)
('Pahadi Cheetah', 1)
('Pakistan Muslim League (PML)', 1)
('Pakistani trained terrorists', 1)
('Palestinian Activists', 1)
('Palestinian Forces', 1)
('Palestinian Liberation Command', 1)
('Palestinian Students', 1)
('Palestinian support group', 1)
('Palestinian-nationalist Lebanese joint movement', 1)
('Panthic Committee', 1)
('Pan-Turkish Organization', 1)
('Paramilitary members', 1)
('Pareci Indians', 1)
('Partido Marxista-Leninista ng Pilipinas (PMLP)', 1)
('Partisan Sharpshooters', 1)
('Party for Democracy anti-nuclear-test protesters', 1)
('Party of National Conciliation', 1)
('Party Unity', 1)
('Pataxo Indians', 1)
('Pathan Tribal Group', 1)
('Patria y Libertad (Fatherland and Liberty)', 1)
('Patriotic Command San Jose', 1)
('Patriotic Liberation Front (FPL)', 1)
('Patriotic Moroccan Front', 1)
('Patriotic Resistance Army (ERP)', 1)
('Paupa New Guinea Troops', 1)
('Peace Conquerors', 1)
('Peasant Militants', 1)
('Peasant Squatters', 1)
('Pemuda Pancasila', 1)
('Pentagon Kidnap Group', 1)
("People's Armed Revolutionary Branch", 1)
("People's Army (Nicaragua)", 1)
("People's Brigade For A Healthy Genetic Future", 1)
("People's Command", 1)
("People's Defense Unit (Turkey)", 1)
("People's Democratic Struggle Movement", 1)
("People's Fighter Group (Band of Popular Fighters)", 1)
("People's Guerrilla Front", 1)
("People's Guerrilla Movement", 1)
("People's Information Group", 1)
("People's Liberation Army (Mexico)", 1)
("People's Liberation Army (Northern Ireland)", 1)
("People's Liberation Army (United States)", 1)
("People's Liberation Force", 1)
("People's Liberation Front of Niger", 1)
("People's Military Organization (OMP)", 1)
("People's National Liberation Movement", 1)
("People's Rebellion", 1)
("People's Resistance Organized Army", 1)
("People's Revolutionary Party", 1)
("People's Revolutionary Party (Tanzania)", 1)
("People's Revolutionary Union", 1)
("People's Sovereignty Party (PDR)", 1)
("People's Temple", 1)
("People's United Democratic Movement (PUDEMO)", 1)
('Personnel of the National Information Center', 1)
('Peruvian Anti-Communist Alliance (AAP)', 1)
('Peruvian Rebels', 1)
('Peykar', 1)
('Phillipine Moslems', 1)
('Plowshares', 1)
("Policarpa Salauarpieta (Women's Command)", 1)
('Polish Revolutionary Home Army', 1)
('Polish Skinheads', 1)
('Political Military Organization of Paraguay', 1)
('Politico-Military Revolutionary Command', 1)
('Popular Army for the Restoration of Democracy (APRD)', 1)
('Popular Democratic Movement (MPD)', 1)
('Popular Front for the Liberation of the Sahara', 1)
('Popular Liberation Front Urban Commando', 1)
('Popular Resistance Army (PRA)', 1)
('Popular Resistance Brigade', 1)
('Popular Resistance Front (FPR)', 1)
('Popular Revolutionary Action', 1)
('Popular Revolutionary Movement (Colombia)', 1)
('Popular Revolutionary Resistance Group', 1)
('Porattom', 1)
('PORE', 1)
('Portuguese Anti-Communist Movement', 1)
('Portuguese Liberation Army', 1)
('Posse Comitatus', 1)
('Poverty Brigade', 1)
('Powers of the Revolutionary Arc', 1)
('Praveen Dalam', 1)
('Presidential Movement (MP) Militiamen', 1)
('Prisoner  Gourgen Yanikian Group', 1)
("Prisoner's Action Force", 1)
('pro Khomeni group, name unk', 1)
('Pro-Aristade', 1)
('Pro-Government Students', 1)
('Progressive Socialist Party (PSP)', 1)
('Pro-Indonesia Activists', 1)
('Proletarian Armed Squads', 1)
('Proletarian Assault Group', 1)
('Proletarian communist commandos', 1)
('Proletarian Division for the Army of Communist Liberation', 1)
('Proletarian Fighting Brigades', 1)
('Proletarian Initiative and Offensive for W. Europe', 1)
('Proletarian Nucleus', 1)
('Proletarian Resistance Movement', 1)
('Proletarian Solidarity', 1)
('Pro-Libyan', 1)
('Prolitarian Internationalism', 1)
('Pro-State Militiamen', 1)
('Protectors of Islam Brigade', 1)
('Provisional RSPCA', 1)
('Puratchi Puligal', 1)
('Qari Kamran Group', 1)
('Quebec Separatists', 1)
('Rabbi Rahane Group', 1)
('Rabha National Security Force', 1)
('Rabid Brothers of Giuliani', 1)
('Radical Communist Armed Nucleus', 1)
('Raia Mutomboki Militia', 1)
('Rally of Democratic Forces (RAFD)', 1)
('Ramzi Nahra Martyr Organization', 1)
('Random Anarchists', 1)
('Raskamboni Movement', 1)
('Rastriya Janashakti Party (RJP)', 1)
('Raul Sendic International Brigade', 1)
('Rebel Socialists', 1)
('Rebellious Group Lambros Foundas', 1)
('Rebels backing deposed Pres. Zviad Gamsakhurdia', 1)
('Red Commandos', 1)
('Red Flag', 1)
('Red June', 1)
('Red June of 14 June', 1)
('Red Line', 1)
('Red Patriots Group', 1)
('Red Resistance Front', 1)
('Red Tribune', 1)
('Regulators', 1)
('Relatives of terrorist', 1)
('Republic of Texas', 1)
('Republican Action Against Drugs (RAAD)', 1)
('Republican Anticlerical Group', 1)
("Republican People's Party", 1)
('Resistance Cell', 1)
('Resistance Movement', 1)
('Resistance Movement of the Union of Revolt Workers', 1)
('Resistance, Liberation and Independence Organization (AAA)', 1)
('Retired Soldier', 1)
('Revenge Brigade', 1)
('Revenge Movement', 1)
('Revenge of the Trees', 1)
('Revolted Persons of the Polytech School', 1)
('Revolutionaries Army (Jaysh al-Thowwar)', 1)
('Revolutionary Action Groups', 1)
('Revolutionary Anarchist Armed Terrorist Movement', 1)
('Revolutionary Arab Youth Organization', 1)
('Revolutionary Armed Forces for the Liberation of Colombia (FALCO)', 1)
('Revolutionary Autonomous Group', 1)
('Revolutionary Bolivariano Movement 200', 1)
('Revolutionary Christians of the Cedars', 1)
('Revolutionary Combat Brigades', 1)
('Revolutionary Command', 1)
('Revolutionary Committee for Counter Force', 1)
('Revolutionary Committee of Mozambique (COREMO)', 1)
('Revolutionary Communist Armed Nuclei', 1)
('Revolutionary Communist Youth Brigade (RCYB)', 1)
('Revolutionary Continuity', 1)
('Revolutionary Coordination of the Masses', 1)
('Revolutionary Fighting Group 80', 1)
('Revolutionary Flames', 1)
('Revolutionary Force', 1)
('Revolutionary Forces for the Liberation of Iraq', 1)
('Revolutionary Front', 1)
('Revolutionary Headquarters (Turkey)', 1)
('Revolutionary Insurgent Armed Forces of Ecuador (FAIRE)', 1)
('Revolutionary Labor Commandos', 1)
('Revolutionary Labor Organization', 1)
('Revolutionary Leninist Brigades', 1)
('Revolutionary Liberation Cells', 1)
('Revolutionary Militant Left organization', 1)
('Revolutionary Military Council', 1)
('Revolutionary Movement', 1)
('Revolutionary Movement of People in Arms', 1)
('Revolutionary Nationalist Movement', 1)
('Revolutionary Proletarian Army', 1)
('Revolutionary Road', 1)
('Revolutionary Student Brigade', 1)
('Revolutionary United Front Movement', 1)
('Revolutionary Violence Units', 1)
('Rezi Rezai International Brigades', 1)
('Rhodesian guerillas', 1)
('RIF Popular Front', 1)
('Right Wing Lebanese Militiamen', 1)
('Rightist supporters of Democratic Alliance', 1)
('Right-Wing National Youth Front', 1)
('Right-Wing Youths', 1)
('Rival Afghan Group', 1)
('Rival Bangledesh Chhatra League Faction', 1)
('Rival clan', 1)
('Rival Parts', 1)
('Rival Party Members', 1)
('Rival peasant band', 1)
('Rival Soccer Clubs', 1)
('Rival Zulu Group, name not stated', 1)
('Roberto Santucho Revolutionary Group', 1)
('Robin Garcia Student Front', 1)
('Rodolfo Walsh National Command', 1)
('Roque Dalton Commando', 1)
('ROSADO-SOTO Command', 1)
('Ruminahui Front', 1)
('Russian Militia', 1)
('Russian Unity', 1)
('RVA', 1)
('S. O. S. France', 1)
("Sa'ad Militia", 1)
('Sabaot Tribe', 1)
('Sabaot tribesmen', 1)
('Saffron Tigers', 1)
('Sagrado Corazon Fanatic Group', 1)
('Saif-ul-Muslimeen', 1)
('Salafi Daawa Group', 1)
('Salafi Extremists', 1)
('Salah al-Din Squad', 1)
('Sammilito Sangskritik Jote (Alliance of Cultural Forums)', 1)
('Samyukta Terai Madhes Mukti Party', 1)
('Sandinista Protester', 1)
('Sandval (union) Movement', 1)
('Sanghiya Limbuwan Committee (SLC)', 1)
('Saraya al-Mukhtar', 1)
('Saraya Waad Allah', 1)
('Sardinian Autonomy Movement', 1)
('Saudi Hezbollah', 1)
('Sayfullakh', 1)
('Scheutzen group', 1)
('Schiedam Youth Front', 1)
('Scottish Nationalists', 1)
('Sea Shepherd Conservation Society', 1)
('Seaborne Moslem Raiders', 1)
('Seattle Liberation Front', 1)
('Seiji Kesha Kokuyukai', 1)
('Self Defense Forces', 1)
('Self-Defense Against All Authority', 1)
('self-styled iconoclasts-nihilists', 1)
